"video_part","video_url","video_id","video_title","channel_title","comment_id","parent_id","author_display_name","comment_text","like_count","reply_count","published_at","updated_at","is_reply","comment_level","collected_at"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1DWWPIGmp","UgwpVey8XZTn6TT3QX54AaABAg","@semangatsemangat9929","😊 selama proxy AS di indo di Pepet terus, di ikat tangannya, gak bakalan terjadi apa apa di Indonesia. Kemarin JK sudah di was2 untuk jangan bermain api.😊

Untuk market merah, karena MSCI pesanan Soros tentunya yaa sabar aja. Biar aja mereka keluar biar kita serok bawah 😊","3","0","2026-05-20T11:00:28Z","2026-05-20T11:00:28Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1IdVbHdgC","UgwpVey8XZTn6TT3QX54AaABAg","@rayhanridwan7399","Pak, maaf Pak. Boleh bahas tentang valas ngga pak? 
Secara teori mungkin bisa di cari di sumber google, cuma dalam praktiknya itu pengaruh dan perannya seperti apa ya pak? 
Terlebih ke rupiah apakah ada kemungkinan mempengaruhi, saya mengambil dari sumber video gub BI yang jadi perhatian anggota DPR bpak. Terimakasih","1","0","2026-05-20T11:45:15Z","2026-05-20T11:45:15Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1Ik-nI9F1","UgwpVey8XZTn6TT3QX54AaABAg","@peimanuel","ide dari MBG itu mulia:
karena:
- kasih makan rakyat
- memberikan lapangan pekerjaan buat para UMKM (penyedia makanan)

problemnya adalah pelaksanaan nya bermasalah
- dugaan korupsi
- dugaan penyelewengan
- dsb

*Bukan nya semua program pemerintah dari dulu seperti ini ya? mana ada program yang tujuan/ide nya tidak mulia?
ya pasti akal2an untuk ""hidup enak tanpa susah-susah berusahan dan bekerja halal"", yaitu lewat pelaksanaan yang di akalin.
(lagu lama / old song)

kelemahan bangsa kita
- MBG
- Kasus Pak Nadiem
- Free float di bursa efek

kenapa mau aja di cari kelemahannya? kenapa ngak dibenerin?
*ya karena memang tidak baik orangnya.

tinggal pilih aja, mau di jajah sama bangsa sendiri, atau di jajah bangsa asing. gitu aja kok repot dul.
tapi sepertinya untuk sekarang kalau dibandingkan, akan lebih bagus / menguntung rakyat, bila kita memilih menjaga kesatuan bangsa ini.","14","0","2026-05-20T11:46:08Z","2026-05-20T11:46:08Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1J0AhPqJw","UgwpVey8XZTn6TT3QX54AaABAg","@IwanRidwan-i8x","Siapa pun pemimpin y yh pengen berdaulat untuk negara y akan slalu d ganggu!! Sayang y orng pintar d dlm negri y sendiri malah pro Luar!!🤦‍♂️","1","0","2026-05-20T11:48:29Z","2026-05-20T11:48:29Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1MnvWlOnb","UgwpVey8XZTn6TT3QX54AaABAg","@barep0558","Masyarakatnya 60% yang memilih bukan karena kemampuan membawa Negara besar ini hanya Retorika dan Joger Gemoy, Salah kan Masyarakatnya sendiri,, IHSG ugal ugalan dan yang paling berbahaya Vietnam. Vietnam yang paling bahaya sebagai Competitor.","1","0","2026-05-20T12:21:37Z","2026-05-20T12:21:37Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1Ndg9rgGF","UgwpVey8XZTn6TT3QX54AaABAg","@Xhiell25","Benar pak gema, sy nangis😢 saat lht masyarakat kita mudah terpengaruhi oleh asing. Di saat krisis gini, seharus nya kita bersatu mendukung presiden. Sy lht presiden kita seperti kerja sendirian untuk negara😢. Kapan masyarakat kita sadar klo kita ini sedang di pecah belah kan","2","0","2026-05-20T12:28:57Z","2026-05-20T12:28:57Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1O8BG7rBl","UgwpVey8XZTn6TT3QX54AaABAg","@MuhammadYusuf-j2z","Selamatkan Prabowo ini Ulang Jokowi Busuk","0","0","2026-05-20T12:33:16Z","2026-05-20T12:33:16Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1VUzu0Aox","UgwpVey8XZTn6TT3QX54AaABAg","@malesahh","master tolong jelasin lebih gampang dipahami 😢 IQ orang Indonesia rendah gak paham konten sebagus ini butuh konten yang mudah dipahami 😂","4","0","2026-05-20T13:37:32Z","2026-05-20T13:37:32Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1WDyg7L_U","UgwpVey8XZTn6TT3QX54AaABAg","@Hanmoon850","​@ScreenFiend-h4ibener bro!! 1000% bener penjahat HAM. mangkanya dia di keburi","2","0","2026-05-20T13:43:57Z","2026-05-20T13:43:57Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1ZDGK6g1b","UgwpVey8XZTn6TT3QX54AaABAg","@AndiIsal-bj4gm","APAKAH PROF GEMA SEORANG INTELEJEN","0","0","2026-05-20T14:10:04Z","2026-05-20T14:10:04Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1_0DZ89Cz","UgwpVey8XZTn6TT3QX54AaABAg","@Nusantaraberjaya-t4o","kalau suka nyalahin orang lain, negara lain gak akan maju bro. oo, kita diserang.
jepang gak ada dendam sama amrik, vietnam gak dendam sama amrik.
konoha  si kdrun triak2 mari jadikan mamarika dan wahyudi musuh bersama. bahkan aliran dan dan ekspor treoris dari konoha ke timteng.. 
triak2 tkutuk wahyudi, maka ente yang tkutuk. boikot produk2 mamarika, sekarang ente yang diboikot.
anti aseng. th 98 etnis ente dipermalukan bung sama pribuumi kdrun.

anda harus balik lg ke kejayaan majapahit. plajari, majapahit sangat kuat, tidak ada satu negarapun yg bisa mengalahkan majapahit. bagaimana majapahit hancur? pelan2 dgn kmasukan ngarabudaksasi. lalu bubar. kalau blanda tidak datang, tidak akan ada negara konoha. 350th gak pada bisa ngomong londo,
tp knp masih mrasa terjajah. lihat lg majapahit. artinya sejak blanda dtg tidak pernah ada namanya negara konoha. retak. lalu alasan londo, diajak gabung, perekatnya 5sila. tp skrg, tempat ibadah dibakkar, suara brisik, invetasi peternakan babbi dilarang, ekonomi bkn 5sila tp syarii, pemilu mayoritas minoritas.
gak usah nunjuk2 orang lain bung, negaramu sudah brubah.

stiap revolusi dari orla, orba, or reform, pelaku sejarah pada korup, bukan lebih baik. negara ini, ideologinya sdh bukan 5sila bung, sdh syarii. sistem pemilu pun berubah, sdh tdk sila ke-4.
negara ini sdh bukan 5sila bung. makanya akan bubbar.
anda menyalahkan mobil anda rusak karena orang lain, ganti oli aja ente gak pernah, ngerawat aja ente gak pernah.","0","0","2026-05-20T14:17:02Z","2026-05-20T14:17:02Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX1du6k1RX5","UgwpVey8XZTn6TT3QX54AaABAg","@muplihanwari7587","Pak mau tanya kalau dari sudut pandang sebagai pengamat ekonomi apakah presiden kita itu sedang mengubah sistem dengan step by step apakah kedepannya akan ada sistem New sistem gmna menurut bapak","0","0","2026-05-20T14:59:45Z","2026-05-20T14:59:45Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX27TmwA63d","UgwpVey8XZTn6TT3QX54AaABAg","@MuhammadYusuf-j2z","​@malesahhdasar Termul dan Antek asing","0","0","2026-05-20T19:26:54Z","2026-05-20T19:26:54Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX2RYiKunf4","UgwpVey8XZTn6TT3QX54AaABAg","@johnf6019","jika sama kabinet nya aja tidak bisa berdaulat…bagaimana kita bisa berharap presiden berdaulat terhadap negara?? 😅 jika analogi yg dipaparkan dlm video ini adalah presiden dibohongi dari dalam (anak buahnya yg korup) dan juga dipermainkan pihak luar (amerika yg ga suka kita berdaulat) tapi presiden tak bisa apa2.., Lalu apa yg kita harap dr presiden yg “katanya” berdaulat ini? 😅 sudah hampir 2 thn lho beliau menjabat 😢","0","0","2026-05-20T22:22:20Z","2026-05-20T22:22:20Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX2iO3LpaIA","UgwpVey8XZTn6TT3QX54AaABAg","@imannurzamam9636","​@peimanuel intelektual kita hanya pintar menyalahkan , ngomomg yang asbun","5","0","2026-05-21T00:58:10Z","2026-05-21T00:58:10Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX2wkYNmcIW","UgwpVey8XZTn6TT3QX54AaABAg","@Hbasyari7957","Gampang.. Klo saya presiden, saya cabut mbg alihkan semuabuat pendidikan gratis smpai sarjana,juga semua lembaga pendidikan lain spt pesantren jg lainya...","0","0","2026-05-21T03:03:43Z","2026-05-21T03:04:43Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX2xIARUOlu","UgwpVey8XZTn6TT3QX54AaABAg","@Hbasyari7957","SELAMAT BUAT P.ANIS... DI INDONESIA DI BUANG MUTIARA ITU SKRG DI AMBIL MENJADI PENASEHAT DI ARAB SAUDI..❤❤❤","0","0","2026-05-21T03:08:26Z","2026-05-21T03:08:26Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX3NheJ0fbP","UgwpVey8XZTn6TT3QX54AaABAg","@maskarebet8938","Tidak hanya satu faktor luar negeri 
Di dalam negeri, mbg, kdmp, mafia hukum, Jokowi yg tidak diadili, orang2 tolol jadi komisaris dst dst itu jg fakta","0","0","2026-05-21T07:07:59Z","2026-05-21T07:07:59Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX43gVl2lkx","UgwpVey8XZTn6TT3QX54AaABAg","@junaidiertanto5683","Mantap cappttt kerenn dukung NKRI","0","0","2026-05-21T13:32:18Z","2026-05-21T13:32:18Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX45FyA2GoI","UgwpVey8XZTn6TT3QX54AaABAg","@sabarwehhh..5257","bang coba bahasa siapa"" perusahaan atau pengusaha menurut abang yang kontra dengan kebijakan pak probowo, kok bisa secepat itu rupiah langsung melemah cepat pertanyaan ku bnyk bang sebenarnya tapi susah untuk menjelaskannya","0","0","2026-05-21T13:46:01Z","2026-05-21T13:46:01Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX45ih0THr_","UgwpVey8XZTn6TT3QX54AaABAg","@sabarwehhh..5257","pak Purbaya menolak IMF, terus langsung turun rupiah, nah kok bisa secepat itu?, skrng cpo sawit juga turun gara"" ekspor melalui bumn, padahal bgus mkhsud program pak probowo supaya tidak ada penipuan atau apapun tentang pengeksporan, masalahnya kok bisa cepat segitunya harga cpo anjlok penyebab knapa? dah itu aja dulu bang, soalnya kelapa sawit penopang ekonomi Indonesiakan?","0","0","2026-05-21T13:50:05Z","2026-05-21T13:50:05Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX4864AyxPx","UgwpVey8XZTn6TT3QX54AaABAg","@SyahrulHaeruddin-p9l","Musuh terbesar pak presiden dan masyarakat Indonesia,itu adalah para Dajjal koruptor, iblis mafia,setan bandar dan anak buah Fir'aun Soros yang bangsat itu, yang lebih hina dari pada binatang, termasuk para influencer yang selalu menghina dan membenci beliau ,tapi yakin lah , lebih banyak yang cinta dengan pak presiden dari pada yang membenci presiden, inilah dampak nya, kalau negara kita di kelola dengan baik , banyak yang benci , termasuk para Dajjal koruptor, iblis mafia yang Priuk nasi nya lagi di obrak-abrik oleh presiden,selama bertahun-tahun,mereka bersenang-senang di atas penderitaan 200 juta lebih rakyat Indonesia","0","0","2026-05-21T14:10:53Z","2026-05-21T14:10:53Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX4camoqQ3x","UgwpVey8XZTn6TT3QX54AaABAg","@bgzadealambersatu6193","bg duku abg bilang  bbri bakal reboun bg nyata abg juga yangkut jugak kan tu","0","0","2026-05-21T18:46:06Z","2026-05-21T18:46:06Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX5DTMhb2Ms","UgwpVey8XZTn6TT3QX54AaABAg","@iwamdr","Enak ya dpt duit","0","0","2026-05-22T00:17:00Z","2026-05-22T00:17:00Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX5EhT1eYup","UgwpVey8XZTn6TT3QX54AaABAg","@rahmadramadhan9684","Inget ya sejak proyek Hirilisasi di wajibkan di tahun pemerintahan pak jokowi kita sudah di serang habis habisan, dan now pak prabowo ingin melanjutkan proyek Hirilisasi itu untuk kemandirian pangan dan energi,, dan bom!!!! Liat kita di adu sama pemerintahan yang seakan akan kita hanya sebuah mainan oleh meraka","1","0","2026-05-22T00:27:48Z","2026-05-22T00:27:48Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX5UwODxx8t","UgwpVey8XZTn6TT3QX54AaABAg","@nasicrispy8117","​@peimanuelkalau pov yang sudah apatis terhadap pemerintah ya begitulah statement yang keluar: ""dari dulu setiap program pemerintah tujuan bagus""... Nyatanya akal2an"".
Saya memilih pov: positif dan optimis terhadap rakyat dan pemerintah ini. Ini intisari pesan dari video ini mengajak  kesana","1","0","2026-05-22T02:49:38Z","2026-05-22T02:49:38Z","True","reply","2026-06-16 07:16:21 UTC"
"Part 1","https://youtu.be/K8EKqxU-UwM?si=jLs4dyJ1mbPBdQQS","K8EKqxU-UwM","WARNING!! CHAOS 1998 TERULANG?? KITA SEDANG PERANG KEDAULATAN! RAKYAT BERSATU!","Astronacci","UgwpVey8XZTn6TT3QX54AaABAg.AX0wpPmHq9QAX5gHRwSjIV","UgwpVey8XZTn6TT3QX54AaABAg","@BurhanudinAziz-h1b","Tapi kata presiden kita org desa gamaen saham pak, dan didesa gapake dolar katanya","0","0","2026-05-22T04:37:31Z","2026-05-22T04:37:31Z","True","reply","2026-06-16 07:16:21 UTC"
