"video_part","video_url","video_id","video_title","channel_title","comment_id","parent_id","author_display_name","comment_text","like_count","reply_count","published_at","updated_at","is_reply","collected_at"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxUUfO8_BtuA03rQNp4AaABAg","","@denbei2180","Sorry this time l couldnt agree with you. Tata kelola Politik, Pemerintahan dan Hukum memang harus DIAKUI AMBURADUL 😢😢😢😢😢","23","22","2026-06-08T11:59:27Z","2026-06-08T11:59:27Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugzz9Dr5FrkrJUy3sIF4AaABAg","","@FarhanHan-n3e","keren Prof.. Bersatu untuk Indonesia rakyat.... dan tetap waspada pada Pengkhianat bangsa yang menjadi Budak Asing","1","0","2026-06-12T02:21:38Z","2026-06-12T02:21:38Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyawyvKjt5nspthw994AaABAg","","@YukeYuke-l4p","Mari saling merangkul dan berdoa agar tidak mudah terpancing adu domba propaganda.","2","0","2026-06-12T12:55:18Z","2026-06-12T12:55:18Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzApeunbIj4MugsQ1x4AaABAg","","@purwantidian6755","Rakyat Indonesia harus bersatu demi kedaulatan RI","1","0","2026-06-12T02:03:47Z","2026-06-12T02:03:47Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxI_CmIm69NaOv6vRN4AaABAg","","@ariefjr7828","Negara sdh mulai sadar bahwa kita punya tetangga yg sangat licik si lion itu","24","2","2026-06-08T11:14:32Z","2026-06-08T11:21:53Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyV8fhShnakJYcHT_F4AaABAg","","@Arizawa8","Ular soros sama Trumpet","5","4","2026-06-08T11:49:45Z","2026-06-08T11:49:45Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwWb_iZkwNDFqm_4qh4AaABAg","","@RudiTabA824","Sudah ku ramalkan sejak prabowo sebelum jadi presiden. Prabowo akan dilengserkan.😂","13","5","2026-06-08T11:47:11Z","2026-06-08T11:47:11Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwK7NhX8Ccucw_See94AaABAg","","@budirahayu2030","Stop hate speech start praying for beloved nkri..thanks bro atas pencerahannya...
Pemerintah kita ada kelemahannya tapi bukan alasan untuk bikin rusuh demo besar2an..","1","0","2026-06-13T03:26:43Z","2026-06-13T03:26:43Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyKWdiM23xtFW-Z_9t4AaABAg","","@atiekskristiyani5392","Aku nangis nonton ini. Terimakasih pak Gema ❤❤❤","5","0","2026-06-12T06:01:11Z","2026-06-12T06:01:11Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugyb0bFZFkhHWc1ym3l4AaABAg","","@macaguste3182","Internal sendiri bobrok,, program unggulan aja baru 1,5 tahun aja di korupsi, di kritik demi kebaikan malah songong,, dengan kondisi gt ya di serang asing ya dengan gampang hancur","42","8","2026-06-08T11:17:05Z","2026-06-08T11:17:05Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzFPIzJcDo9ZjR0cA14AaABAg","","@musicrelax8492","Semoga pak Prabowo dengar  , Jika semua baik2 saja dan anda sudah melakukan yg benar . Dan jikalau nanti ada upaya impeachmant , maka tangkap dengan pasal pengkianatan negara😂 .tangkap dan execusi hukum tembak di depan umum dalam 3 hari . Di jamin selesai dan tidak ada orang lagi yg mengharap untung dari kekacauan","13","0","2026-06-08T11:48:47Z","2026-06-08T11:48:47Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugw2NnAIvX3Iaj7EYaR4AaABAg","","@Galaxy-ClassicCinema","Ini baru pakar nya, luar biasa prof , kasih paham  orang"" yang lagi buta..","0","0","2026-06-12T00:38:33Z","2026-06-12T00:38:33Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyUTXFNtXdY5kD8VQB4AaABAg","","@masel2047","Musuh utama kita itu tdklain tdk bukan ya singapore","32","6","2026-06-08T11:59:22Z","2026-06-08T11:59:22Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwsQQFgVTbUuBCgAzF4AaABAg","","@MuRaSa03","Sehat sehat pak gema,semoga yg maha kuasa selalu melindungi pak gema🙏🙌","5","0","2026-06-12T04:53:56Z","2026-06-12T04:53:56Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxYrTWpvmgJs6GB-2l4AaABAg","","@ack3282","Keren channel ini mencerahkan mencerdaskan 🇮🇩🇮🇩🇮🇩","14","5","2026-06-08T11:37:57Z","2026-06-08T11:37:57Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugz4BHbt5T9Ak3JWrwl4AaABAg","","@Abdipangestupangestu","Biarlah dunia melalui elit2 sakit hati memusuhi tujuan kemakmuran indonesia, tapi mohon kpd mahasiswa, jgn mau d jadiin mahasewa, jgn mau d jadiin corong asing yg membuat gaduh indonesia, jgn mau d jadiin penghianat indonesia. Belajarlah dgn tulus, krn kewajiban anda kelak yg menjadi tameng indonesia. Karena indonesia ini daging yg d inginkan banyak negara asing dan caranya, berkali lipat dari masa kini.","1","0","2026-06-14T16:16:03Z","2026-06-14T16:16:03Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugw0oMX14o3TQDgpnOB4AaABAg","","@adralia23","Monitor touchscreen segede gitu harganya brp ya?","4","1","2026-06-08T12:00:53Z","2026-06-08T12:00:53Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugxk6uX7sD4ogMKpBsF4AaABAg","","@BodehBodeh-m9e","Dihina hina saya diam, dicaci maki saya diam....tapi kali ini AKAN SAYA LAWAN !!!!","14","2","2026-06-08T11:43:16Z","2026-06-08T11:43:16Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzOCaQe6MfSz8VB61l4AaABAg","","@harryprasetya4274","Para bem mahasewa adalah para antek global untuk menyerang pemerintah","7","0","2026-06-12T01:36:54Z","2026-06-12T01:36:54Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwPsFjqKr3w6JhrIht4AaABAg","","@rikajeong4443","Slm hormat good thinking dan mata jadi terbuka endingnya membuat rasa🥹 terharu bahagia karena merangkul dan mempersatukan bangsa 🇮🇩 INDONESIA TERIMAKASIH🫡🙏👍","0","0","2026-06-11T22:04:15Z","2026-06-11T22:04:15Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwTwB-2JD-g27UflIB4AaABAg","","@Chiko201-l6h","5,6% kok asumsi bos...kan sudah banyak dijelaskan banyak ekonom.
Ini akun pro pemerintah ini😅😅
Fakta nya fundamental Indonesia tidak baik baik saja bos 😅😅","9","7","2026-06-08T11:54:43Z","2026-06-08T11:54:43Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugyzpf6lhpxfh0Xi2NJ4AaABAg","","@ahyanawijaya3856","Berarti rootcausenya adalah memang Ada kelemahan Internal dan di manfaatkan oleh asing.
Udah ini adalah kegagalan pemerintah dalam mengelola negara.","15","7","2026-06-08T13:21:06Z","2026-06-08T13:21:06Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugz_TQd-ol8d6iQoVtJ4AaABAg","","@hasyimarya","Singapura masih menjalankan proyek reklamasi negaranya,jika Indonesia lengah maka daratan mereka bisa capai negeri kita...","10","2","2026-06-08T11:31:23Z","2026-06-08T11:31:23Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxAS3BFFQyzNeTxle14AaABAg","","@matrix0747","Semoga Allah selalu melindungi negeri ini dan pak Prabowo","1","0","2026-06-12T03:07:56Z","2026-06-12T03:07:56Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugwx3BpCvANCOsjw0fd4AaABAg","","@marlinayan","Saham dan rupiah turun akibat MULUT presiden yang tidak di jaga. Seorang presiden tdk sepantasnya berbicara transaksi saham adalah judi dan org desa tidak pakai dollar.","10","4","2026-06-08T16:55:21Z","2026-06-08T16:55:21Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwMUWd2NONy5p08gwJ4AaABAg","","@Khiemster","kupngn pak gema&bang bennix gabung bahas ini di satu ruang. biar gk sikut2 an dan bersatu buat najemin mksd dan tujuan nya ke masyarakat","19","5","2026-06-08T11:05:51Z","2026-06-08T11:05:51Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugz495qLebUX4Dpg3Z14AaABAg","","@herukurniawansubagioheru3765","Stop mbg aja bang.. Beres","4","4","2026-06-08T11:44:08Z","2026-06-08T11:44:08Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugw-l-IfaVBXPSl-FXF4AaABAg","","@uwaisalqarnih8716","Mari masyarakat indonesia kota doakan pemimpin² kita beserta jajarannya","1","0","2026-06-11T13:09:19Z","2026-06-11T13:09:19Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzxAIOLTX1R_odwxOR4AaABAg","","@bronks8674","mengajak dan menciptakan musuh imajiner sesuai instruksi","12","5","2026-06-08T11:21:21Z","2026-06-08T11:21:21Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgziS_BEsRaNSkZeDX14AaABAg","","@marbellinecollection7386","Ga usah jauh2, tiap hari duit rakyat aja dicuri sama para pejabat dan kroni2nya

Apalagi rakyat bawah di kota2 dgn UMR sekitar 2jt an saat ini sedang mengalami kesulitan utk hanya sekedar bertahan hidup

Dimana kedaulatan negara?

Rakyat aja ga berdaulat karena selamanya mereka adalah korban kebijakan

Itulah FAKTA nya","9","6","2026-06-08T21:30:32Z","2026-06-08T21:30:32Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugw_HY8_uZ32O0aHE414AaABAg","","@cgustaman","keknya Singapura mau ngajak perang, negara sekecil itu pengen di bom sama Indonesia keknya, serang juga server keuangan mereka biar kapok. wkwkwkwk","5","4","2026-06-08T11:49:31Z","2026-06-08T11:49:31Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzYfmLXY9EU9DOE8454AaABAg","","@Mamasanina","Walaupun faktor eksternal yg menargetkan kita, tapi kalau internalnya sakit kenapa kita kasih org untuk serang kita di titik terlemah?? Lack of Government. Makanya ini pentingnya memilih pemimpin yang dipilih berdasarkan kapabilitas, kompetensi dan yang mendengar rakyat, mengutamakan rakyatnya. Bukan yang lebih mementingkan kelompok dan partainya. Sehingga kalau ada ancaman dari luar negara punya ketahanan.","1","0","2026-06-13T13:18:56Z","2026-06-13T13:30:18Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzCvRIL7CcDj-uWRH14AaABAg","","@HenryKumala","Apakah mungkin kita ancam hentikan ekspor ke singapore? Biar singapore kelojotan","12","2","2026-06-08T11:15:37Z","2026-06-08T11:15:37Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwJNnuRofWd9bnNO-F4AaABAg","","@shevamalazhar","Prof umur saya 21 tahun,belakangan ini saya merenung dengan apa yang terjadi di Indonesia dan yang saya renungkan gambaran besarnya mirip dengan yang prof bawakan Terimakasih banyak ya prof sehat dan sukses selalu prof🙏🏻🫂","1","0","2026-06-12T10:18:14Z","2026-06-12T10:18:14Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyVFvss7-fbyEdDD6R4AaABAg","","@delimatambunan2287","Mata uang luar negeri yang gagahi rupiah sampai sekarat adalah indikator mata uang negara penjajah ekonomi. Ini pengetahuan baru yang perlu dipahami dalam politik ekonomi.","1","0","2026-06-15T13:11:54Z","2026-06-15T13:11:54Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwiggjEOa8OR2XKPGR4AaABAg","","@KaryaGemilang-t5o9r","Berpikir kritis dan saring semua informasi apapun. Jangan ditelan mentah2. Termasuk video ini.","2","0","2026-06-11T09:02:04Z","2026-06-11T09:02:04Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwcKFCYyPeEByyIYzB4AaABAg","","@zazupradillah","Seluruh lapisan Masyarakat harus bersatu.... 🔥🔥🔥🔥","1","0","2026-06-11T05:22:31Z","2026-06-11T05:22:31Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwkfTS3k87DsivJylR4AaABAg","","@Ponsel-r2e","Mari kita terapkan 8 poin tdi khususnya pemerintah","0","0","2026-06-13T17:53:19Z","2026-06-13T17:53:19Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwSnD3Uy5s4-r4TkHZ4AaABAg","","@us_music745","Semoga para pembenci pemerintah pada sadar, khususnya para mahasewa.","0","0","2026-06-14T22:32:49Z","2026-06-14T22:32:49Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxcGsBDsUs7Wo4eX694AaABAg","","@People_pleaser03","3:12 menurut saya gorila itu lebih layak nonton ini.biar ada isinya dikit.
Dan saya mengucapkan terimakasih banyak buat pak gema telah membuatkan video yang spektakuler ini dengan gratis.","1","0","2026-06-13T05:08:01Z","2026-06-13T05:08:01Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugzv6Xq0pRyH558Rha54AaABAg","","@Buntatsibulat","Keren sih channel mencerdaskan masyarakat","1","0","2026-06-14T14:13:51Z","2026-06-14T14:13:51Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxjExghymZMKAi8gXV4AaABAg","","@jerrylee-v4i","YANG JELAS..JANGAN MENYALAHKAN ORANG LAIN..PERBAIKI DIRI SENDIRI","1","0","2026-06-12T15:04:38Z","2026-06-12T15:04:38Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxlBUdT9WL2Ez1XgIl4AaABAg","","@DhapetAdam","Rakyat indonesia mari bersatu,bela negara sesuai kemampuan masing2","0","0","2026-06-11T09:29:37Z","2026-06-11T09:29:37Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzII5218yVd8SC5N5V4AaABAg","","@supribargowo6653","Inilah analisa yg Bagus dari mas Gema semoga dpt mencerahkan/ mengedukasi kpd masy. yg msh blm paham ttg permainan elite Global terutama dari USA....","1","0","2026-06-12T02:16:23Z","2026-06-12T02:16:23Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxMFApGafhDdMbXPrN4AaABAg","","@Petank111","Thanks Prof semangat terus mencerdaskan bangsa. TV dan MEDIA NASIONAL gemakan ini, jangan malah makin memecah belah. Yuk bangun yuk, belajar dari sejarah, dan saling bekerjasama antara pemerintah dan masyarakat","0","0","2026-06-15T06:13:40Z","2026-06-15T06:13:40Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwUUiFxHijVh42Mzkl4AaABAg","","@aniqtendatangerang8548","LUAR BIASA "" PENCERAHANNYA"" MOGA YG NGEYEL DAN PESIMIS NYIMAK VIDEO INI","0","0","2026-06-15T10:34:31Z","2026-06-15T10:34:31Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzgRMcW6uQCUS4LR954AaABAg","","@Rans211","MENYIMAK! MASYARAKAT INDONESIA HARUS BERSATU DEMI KEAMANAN DAN KEDAMAIAN DI TANAH AIR INDONESIA! MERDEKAAA 🙏🇮🇩","0","0","2026-06-14T10:59:28Z","2026-06-14T10:59:28Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugx0SmHbNzmBH-A6KtJ4AaABAg","","@fredirostiawan9835","Kereen Prof. Gema.. 👍👍
Membuka mata anak2 bangsa yang mau Indonesia ini maju.. tapi ini pukulan telak buat para pengkhianat bangsa yang udah berharap kekisruhan di negara kita ini.. lanjutkan prof dengan Untold Story selanjutnya.. biar bangsa ini makin cerdas membaca perilaku bangsa asing yang ingin nya bangsa kita tetep jadi jajahan mereka.. god bless you..","0","0","2026-06-11T09:05:13Z","2026-06-11T09:05:13Z","False","2026-06-16 06:31:50 UTC"
