comment_id,video_part,comment_level,parent_id,comment_text,clean_text_model,context_text_model,like_count,reply_count,bert_sentiment,bert_confidence,primary_issue,stance_label_rule,action_intent_rule,topic_id,sentiment_label,issue_label,stance_label,action_intent_label,label_notes
UgyJV_T16V4my0VsKYl4AaABAg,Part 2,top_level,,Ayo suarakan tentang harapan masa depan indonesia yang lebih baik.,ayo suarakan tentang harapan masa depan indonesia yang lebih baik,ayo suarakan tentang harapan masa depan indonesia yang lebih baik,1,0,neutral,0.36433812975883484,lainnya,tidak_terdeteksi,tidak_terdeteksi,6.0,,,,,
Ugy9APbk0iXmxv8BvQJ4AaABAg.AXoBwv-65x4AXoILV1Adfl,Part 2,reply,Ugy9APbk0iXmxv8BvQJ4AaABAg,I dont think you understand what is going on here. Banyak in baca njih mas atau mbak.,i dont think you understand what is going on here banyak in baca njih mas atau mbak,parent_context mampuss ganti laa sebel bangett wowoo tidak guna reply_text i dont think you understand what is going on here banyak in baca njih mas atau mbak,0,0,positive,0.4342308044433594,lainnya,tidak_terdeteksi,perubahan_elektoral,0.0,,,,,
Ugyj86GbXagHGydqtFx4AaABAg,Part 1,top_level,,Lindungilah pemimpin kami ya Allah..,lindungilah pemimpin kami ya allah,lindungilah pemimpin kami ya allah,16,0,negative,0.4883786737918854,lainnya,tidak_terdeteksi,tidak_terdeteksi,5.0,,,,,
Ugw0Ksfohoqq0IbjBaZ4AaABAg.AXnFWkOmGFdAXpoFq6XEMn,Part 2,reply,Ugw0Ksfohoqq0IbjBaZ4AaABAg,@nephyputera8054 belajar bedain kritik dan kebencian dulu mas!,belajar bedain kritik dan kebencian dulu mas,parent_context yang ngaku cinta tanah air indonesia harus paham ini jangan cuma menebar kebencian reply_text belajar bedain kritik dan kebencian dulu mas,4,0,neutral,0.5275651216506958,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgzVF0As8cgowNOlND14AaABAg.AXnFTlk1GrJAXnSWjnhinF,Part 2,reply,UgzVF0As8cgowNOlND14AaABAg,Nambah stelah si bennix 😂,nambah stelah si bennix,parent_context jongosnya wowo reply_text nambah stelah si bennix,0,0,positive,0.44887012243270874,lainnya,tidak_terdeteksi,tidak_terdeteksi,2.0,,,,,
UgykG5E852YOToE7dbZ4AaABAg.AXnFBnhCXrFAXnFtzjPL-N,Part 2,reply,UgykG5E852YOToE7dbZ4AaABAg,"Gak Juga sih. Kalau prmimpin yang baru pro barat, tidak menjalankan UUD pasal 33, membebaskan pasar komoditas SDA kita, rupiah akan membaik😂",tidak juga sih kalau prmimpin yang baru pro barat tidak menjalankan uud pasal 33 membebaskan pasar komoditas sda kita rupiah akan membaik,parent_context bagi yang mau ikut ikutan impeach mikir mikir lagi siapapun yang mimpin bakal sama aja reply_text tidak juga sih kalau prmimpin yang baru pro barat tidak menjalankan uud pasal 33 membebaskan pasar komoditas sda kita rupiah akan membaik,1,0,negative,0.48690828680992126,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgxgRnIiVbBF7R9isT54AaABAg.AXsR0QuW206AXv5bxAZ8ik,Part 2,reply,UgxgRnIiVbBF7R9isT54AaABAg,Like ke 100,like ke 100,parent_context jangan menghujat kalau tidak bisa membantu minimal doakan reply_text like ke 100,0,0,neutral,0.4558790326118469,lainnya,tidak_terdeteksi,harapan_doa,9.0,,,,,
UgyyaYTuWS2Mm_nJr4x4AaABAg,Part 2,top_level,,Akhirnya teori pak Gema dan om Bennix sama tentang Singapura😂,akhirnya teori pak gema dan om bennix sama tentang singapura,akhirnya teori pak gema dan om bennix sama tentang singapura,2,0,negative,0.4122861325740814,lainnya,tidak_terdeteksi,tidak_terdeteksi,1.0,,,,,
Ugx_7Rr1DjVj2nubeT94AaABAg,Part 1,top_level,,Mantab....bersama kita maju....jgn kita cm mengkritik...,mantab bersama kita maju jgn kita cm mengkritik,mantab bersama kita maju jgn kita cm mengkritik,0,0,positive,0.36098068952560425,lainnya,tidak_terdeteksi,tidak_terdeteksi,3.0,,,,,
Ugw2wLGeBt_I89F9BIZ4AaABAg.AXozCmRpSZ_AXpUG7_8tzB,Part 2,reply,Ugw2wLGeBt_I89F9BIZ4AaABAg,pemerintah sdh lebih paham,pemerintah sdh lebih paham,parent_context seluruh elemen masyarakat harus nonton ini cerdaskan rakyat indonesia cerdaskan pemerintahan reply_text pemerintah sdh lebih paham,11,0,neutral,0.4355524480342865,pemerintahan_kebijakan,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgwXyJX5Y3URSdz3Zyt4AaABAg,Part 2,top_level,,Ihsg sudah 5300 😢,ihsg sudah 5300,ihsg sudah 5300,0,0,negative,0.3633986711502075,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgyYMmnHCj1QHaW3Egl4AaABAg,Part 2,top_level,,Mari bersatu demi indonesia,mari bersatu demi indonesia,mari bersatu demi indonesia,0,0,neutral,0.3639954924583435,lainnya,tidak_terdeteksi,tidak_terdeteksi,3.0,,,,,
UgxkSayQ929yTGZjbjN4AaABAg.AXrySBipoQdAXs5AU53hGp,Part 2,reply,UgxkSayQ929yTGZjbjN4AaABAg,#SellIndonsial #BuyIsrael #BuySwiss,,,1,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgwMUWd2NONy5p08gwJ4AaABAg.AXn9EeHUJlTAXnAG5uAa2k,Part 2,reply,UgwMUWd2NONy5p08gwJ4AaABAg,​@dodyagung9658 😅😂🤣,,parent_context kupngn pak gema bang bennix gabung bahas ini di satu ruang biar tidak sikut2 an dan bersatu buat najemin mksd dan tujuan nya ke masyarakat reply_text ,1,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugx0RsxzoKSY3PYhMwJ4AaABAg.AXnDlUEzQtEAXnLnpM9KQc,Part 2,reply,Ugx0RsxzoKSY3PYhMwJ4AaABAg,💪❤🇮🇩🙏🇮🇩,,parent_context mari bersatu untuk negeri tempat kita hidup dan mengapai masa depan demi anak cucu kita semangat indonesia maju reply_text ,1,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugyrw8vqNpT_kxBX72t4AaABAg,Part 1,top_level,,"Woh dpt tawaran ""bisnis"" kuliner ya pak? Ato lbh ya pasti 🔥🔥🔥",woh dpt tawaran bisnis kuliner ya pak ato lbh ya pasti,woh dpt tawaran bisnis kuliner ya pak ato lbh ya pasti,0,0,negative,0.3667922019958496,lainnya,tidak_terdeteksi,tidak_terdeteksi,1.0,,,,,
UgzKL5dJF1ohh_qoruN4AaABAg.AXnYrHf0TRGAXpTE2l8P4f,Part 2,reply,UgzKL5dJF1ohh_qoruN4AaABAg,Buat jutaan bambu runcing senjata tradiosional sebanyak 200juta .. buktinya pada tahun 1945 tentara asing kocar kacir dgn senjata sederhana,buat jutaan bambu runcing senjata tradiosional sebanyak 200juta buktinya pada tahun 1945 tentara asing kocar kacir dengan senjata sederhana,parent_context jaga nkri reply_text buat jutaan bambu runcing senjata tradiosional sebanyak 200juta buktinya pada tahun 1945 tentara asing kocar kacir dengan senjata sederhana,0,0,negative,0.46739462018013,lainnya,tidak_terdeteksi,tidak_terdeteksi,8.0,,,,,
Ugwv79VfShhpOvEl4gF4AaABAg,Part 2,top_level,,Inimah bukan turun gunung lagi namanya.. Thanks capt❤,inimah bukan turun gunung lagi namanya thanks capt,inimah bukan turun gunung lagi namanya thanks capt,0,0,neutral,0.3690652549266815,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
Ugw3X6wQFdOJvJq2IOp4AaABAg,Part 2,top_level,,Berarti kita harus melawan Singapore. Untuk menunjukkan kekuatan kita💪,berarti kita harus melawan singapore untuk menunjukkan kekuatan kita,berarti kita harus melawan singapore untuk menunjukkan kekuatan kita,71,13,negative,0.5830240845680237,lainnya,tidak_terdeteksi,dorongan_aksi_publik,3.0,,,,,
UgycJqrwZwnCctNYl3V4AaABAg,Part 1,top_level,,THANK'S CAPT,thank s capt,thank s capt,1,0,neutral,0.404636412858963,lainnya,tidak_terdeteksi,tidak_terdeteksi,2.0,,,,,
UgwMUWd2NONy5p08gwJ4AaABAg,Part 2,top_level,,kupngn pak gema&bang bennix gabung bahas ini di satu ruang. biar gk sikut2 an dan bersatu buat najemin mksd dan tujuan nya ke masyarakat,kupngn pak gema bang bennix gabung bahas ini di satu ruang biar tidak sikut2 an dan bersatu buat najemin mksd dan tujuan nya ke masyarakat,kupngn pak gema bang bennix gabung bahas ini di satu ruang biar tidak sikut2 an dan bersatu buat najemin mksd dan tujuan nya ke masyarakat,19,5,positive,0.5199776291847229,lainnya,tidak_terdeteksi,tidak_terdeteksi,1.0,,,,,
UgwWSICAFKys4u1L-ax4AaABAg.AXn9U9EYIjgAXnRNDmvCSE,Part 2,reply,UgwWSICAFKys4u1L-ax4AaABAg,aku siapppppppp,aku siapp,parent_context dimana ada crash akan ada orang kaya baru siapkan diri jadi okb reply_text aku siapp,0,0,positive,0.4788179397583008,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgxoxaRS5F5JaG-Bnhp4AaABAg,Part 2,top_level,,"Singapore adalah investor nomor 1 di Indonesia, Bapak LBP sempat melakukan pertemuan dengan pengusaha/investor asal singapore. Singapore sangat bergantung dengan Indonesia, karena negara mereka tidak ada SDA, jadi mereka rampok SDA Indonesia",singapore adalah investor nomor 1 di indonesia bapak lbp sempat melakukan pertemuan dengan pengusaha investor asal singapore singapore sangat bergantung dengan indonesia karena negara mereka tidak ada sda jadi mereka rampok sda indonesia,singapore adalah investor nomor 1 di indonesia bapak lbp sempat melakukan pertemuan dengan pengusaha investor asal singapore singapore sangat bergantung dengan indonesia karena negara mereka tidak ada sda jadi mereka rampok sda indonesia,68,21,positive,0.44071581959724426,pemerintahan_kebijakan,tidak_terdeteksi,tidak_terdeteksi,9.0,,,,,
Ugy8GeBNPWoubk6HCVl4AaABAg.AXxvpREwhKDAXy0Zug7XgH,Part 2,reply,Ugy8GeBNPWoubk6HCVl4AaABAg,Mksdnya bgmn?,mksdnya bgmn,parent_context trader lagi ngomongin pattern tau tau ditembak iq gorilla cocok logi wkwkwkw dablek emang orang indo reply_text mksdnya bgmn,0,0,neutral,0.48061251640319824,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgwTRzhLUbKlv1Iz9aF4AaABAg,Part 2,top_level,,Analisis masih kurang comprehensive karena dimotivasi oleh sort term Prespectives.,analisis masih kurang comprehensive karena dimotivasi oleh sort term prespectives,analisis masih kurang comprehensive karena dimotivasi oleh sort term prespectives,0,0,neutral,0.3812202513217926,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
Ugxnxl_pkDz6bnJiwa54AaABAg,Part 2,top_level,,nkri maju maju maju ikn harus beres tidak ada nyang perduli apapun nyang terjadi disinni saya dengan bintang merah selesai.,nkri maju maju maju ikn harus beres tidak ada nyang perduli apapun nyang terjadi disinni saya dengan bintang merah selesai,nkri maju maju maju ikn harus beres tidak ada nyang perduli apapun nyang terjadi disinni saya dengan bintang merah selesai,0,0,negative,0.38352927565574646,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgwuBEKbU9H7_hi6ZdV4AaABAg,Part 2,top_level,,Share ke eks bem ugm yg mrsa udah paling jago itu...😅,share ke eks bem ugm yang mrsa udah paling jago itu,share ke eks bem ugm yang mrsa udah paling jago itu,0,0,negative,0.38456547260284424,lainnya,tidak_terdeteksi,menyebarkan_kesadaran,0.0,,,,,
Ugxi5iAWYzbej7FYMrp4AaABAg,Part 2,top_level,,betul sekali wajib viral ....,betul sekali wajib viral,betul sekali wajib viral,2,0,positive,0.4411177933216095,lainnya,tidak_terdeteksi,tidak_terdeteksi,4.0,,,,,
UgwnPunpIxqSwFdtpQJ4AaABAg,Part 2,top_level,,Indonesia adalah bangsa besar yang di kerdilkan asing lewat HAM,indonesia adalah bangsa besar yang di kerdilkan asing lewat ham,indonesia adalah bangsa besar yang di kerdilkan asing lewat ham,0,0,negative,0.3937349319458008,lainnya,tidak_terdeteksi,tidak_terdeteksi,6.0,,,,,
UgxhVPFFyVSwVIS_OXJ4AaABAg,Part 2,top_level,,Ferry irwandi mana ngerti Indonesia diserang asing😂😂😂,ferry irwandi mana ngerti indonesia diserang asing,ferry irwandi mana ngerti indonesia diserang asing,7,16,negative,0.49947941303253174,lainnya,tidak_terdeteksi,tidak_terdeteksi,6.0,,,,,
UgyWLwrJ0j9ioVLx0ix4AaABAg,Part 2,top_level,,lebih yakin ini dari pada pendapat prof. latuhihin. sorry prof. yang ini pengalaman dilapangan,lebih yakin ini dari pada pendapat prof latuhihin sorry prof yang ini pengalaman dilapangan,lebih yakin ini dari pada pendapat prof latuhihin sorry prof yang ini pengalaman dilapangan,0,0,negative,0.39879941940307617,lainnya,tidak_terdeteksi,tidak_terdeteksi,2.0,,,,,
UgwWSICAFKys4u1L-ax4AaABAg.AXn9U9EYIjgAXnEdhUMYNn,Part 2,reply,UgwWSICAFKys4u1L-ax4AaABAg,termasuk saya😅😅,termasuk saya,parent_context dimana ada crash akan ada orang kaya baru siapkan diri jadi okb reply_text termasuk saya,3,0,negative,0.5692899227142334,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgxfapUx0pa4hk7_usl4AaABAg.AXnEhGPLFQiAXoTcsTbBH4,Part 2,reply,UgxfapUx0pa4hk7_usl4AaABAg,​@ajinurrohman3802hahaha,,parent_context yang seperti gini yang harus di siarkan secara luas di tv nasional bukan yang menina bobokan thumb up untuk pak gema reply_text ,0,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugwrl02Bo9fHa5InM8Z4AaABAg.AXnTuMG4mTPAXyNxuI0lwU,Part 2,reply,Ugwrl02Bo9fHa5InM8Z4AaABAg,@aboe1aboe119k3ra,,parent_context kita harus bersatu demi nkri reply_text ,0,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugx0RsxzoKSY3PYhMwJ4AaABAg.AXnDlUEzQtEAXnp2qJJyR2,Part 2,reply,Ugx0RsxzoKSY3PYhMwJ4AaABAg,@bahrulhuda8894,,parent_context mari bersatu untuk negeri tempat kita hidup dan mengapai masa depan demi anak cucu kita semangat indonesia maju reply_text ,0,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgxfapUx0pa4hk7_usl4AaABAg.AXnEhGPLFQiAXnu0dpENKz,Part 2,reply,UgxfapUx0pa4hk7_usl4AaABAg,​@BuzzeRP_666kapan ?,,parent_context yang seperti gini yang harus di siarkan secara luas di tv nasional bukan yang menina bobokan thumb up untuk pak gema reply_text ,0,0,,,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgyESH1TZAN0VsxTA214AaABAg.AXnFS8KRw4vAXnJmPriYn5,Part 2,reply,UgyESH1TZAN0VsxTA214AaABAg,𝙱𝚎𝚝𝚞𝚕,,parent_context sayangnya rakyat indonesia sangat mudah terprovokasi reply_text ,0,0,,,lainnya,kritik_video,tidak_terdeteksi,,,,,,
UgyuYnaLBfW_6Qp8dKB4AaABAg.AXp1f3zBJqGAXq9ihBn3bq,Part 2,reply,UgyuYnaLBfW_6Qp8dKB4AaABAg,👍,,parent_context wajib di share masalah kritik solusi semua di paparkan ini baru yang kita butuh bukan ujaran kebencian aja reply_text ,0,0,,,lainnya,tidak_terdeteksi,menyebarkan_kesadaran,,,,,,
Ugy5Kwb7bzsNnnSRVTJ4AaABAg,Part 2,top_level,,Ayo kita dukung pemerintah saat ini berjuang menjaga kedaulatan RI,ayo kita dukung pemerintah saat ini berjuang menjaga kedaulatan ri,ayo kita dukung pemerintah saat ini berjuang menjaga kedaulatan ri,44,15,neutral,0.44089868664741516,pemerintahan_kebijakan,dukung_pemerintah,tidak_terdeteksi,3.0,,,,,
UgwBqkKhX04qnyhDALt4AaABAg,Part 2,top_level,,Indonesia pastibisa💪,indonesia pastibisa,indonesia pastibisa,0,0,positive,0.4009038209915161,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugy3wgRd-HowkteXSUZ4AaABAg.AXnFF_Xslz3AXoTdpe8jbH,Part 2,reply,Ugy3wgRd-HowkteXSUZ4AaABAg,Sama gw juga,sama saya juga,parent_context benixx udahh bilangg bangg sebelumnya saya ikutin benixx jugaa reply_text sama saya juga,0,0,negative,0.5014252662658691,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgyV8fhShnakJYcHT_F4AaABAg.AXnEG5LwsPFAXnGzsv1m31,Part 2,reply,UgyV8fhShnakJYcHT_F4AaABAg,Soros apa imf😂,soros apa imf,parent_context ular soros sama trumpet reply_text soros apa imf,0,0,negative,0.5021206736564636,lainnya,tidak_terdeteksi,tidak_terdeteksi,8.0,,,,,
UgyZlh69U58hYfq930l4AaABAg.AXnDfudd2YrAXnNzPAjct-,Part 2,reply,UgyZlh69U58hYfq930l4AaABAg,Amin,amin,parent_context tuhan selamatkan bangsa kami tercinta indonesia reply_text amin,1,0,negative,0.5373613238334656,lainnya,tidak_terdeteksi,harapan_doa,,,,,,
Ugwrl02Bo9fHa5InM8Z4AaABAg,Part 2,top_level,,Kita harus bersatu demi nkri,kita harus bersatu demi nkri,kita harus bersatu demi nkri,79,12,positive,0.6224437355995178,lainnya,tidak_terdeteksi,tidak_terdeteksi,3.0,,,,,
UgyuYQ3al0NOfjCfNht4AaABAg,Part 2,top_level,,Support Indonesia,support indonesia,support indonesia,32,0,neutral,0.5796642899513245,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugx5sDBb3Bp_e5PZnUB4AaABAg,Part 2,top_level,,Koment ah : yg gw fix tau masih rame = konser ndx nah rame. Nah minggu besok di cikarang tgl 14. Rame sumpah itu 😂😂,koment ah yang saya fix tau masih rame konser ndx nah rame nah minggu besok di cikarang tgl 14 rame sumpah itu,koment ah yang saya fix tau masih rame konser ndx nah rame nah minggu besok di cikarang tgl 14 rame sumpah itu,0,0,positive,0.4067915081977844,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
Ugx-_RbU6IjaMoKiN1h4AaABAg.AXsiRB1_EJ6AXsvFFDXjSw,Part 2,reply,Ugx-_RbU6IjaMoKiN1h4AaABAg,Boleh bgtttt,boleh banget,parent_context bantu share dijadiin klip boleh kah reply_text boleh banget,0,0,negative,0.5080380439758301,lainnya,tidak_terdeteksi,menyebarkan_kesadaran,,,,,,
UgzVnoG_oP2Rbzt8SVl4AaABAg,Part 2,top_level,,teruslah mengedukasi.,teruslah mengedukasi,teruslah mengedukasi,1,0,neutral,0.44386014342308044,lainnya,tidak_terdeteksi,menyebarkan_kesadaran,,,,,,
UgxIU_2_H1n-bkMXDM54AaABAg.AXnFLZRxhepAXnI9Fcf87f,Part 2,reply,UgxIU_2_H1n-bkMXDM54AaABAg,Libassi singaporeee,libassi singaporee,libassi singaporee,0,0,negative,0.5094085335731506,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
Ugzh1ehuA8kBJq1VCN14AaABAg,Part 2,top_level,,Support Indonesia 🇮🇩,support indonesia,support indonesia,29,0,neutral,0.5796642899513245,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgxB3ooAWiI9uoy03pd4AaABAg,Part 1,top_level,,"Bahas sejarah, di era Habibie gimana caranya beliau, bisa menakan m, 16 ribu sampe ke 600 ribu",bahas sejarah di era habibie gimana caranya beliau bisa menakan m 16 ribu sampe ke 600 ribu,bahas sejarah di era habibie gimana caranya beliau bisa menakan m 16 ribu sampe ke 600 ribu,0,0,negative,0.4115787446498871,lainnya,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
Ugx0RsxzoKSY3PYhMwJ4AaABAg.AXnDlUEzQtEAXny-ZcHrEl,Part 2,reply,Ugx0RsxzoKSY3PYhMwJ4AaABAg,"Kita akan berjuang dan mendoakan agar bangsa besar Indonesia semakin maju, mereka yang putus harapan mending tidur saja dn jngan bngun lgi percuma hidup tanpa punya semngat🙏",kita akan berjuang dan mendoakan agar bangsa besar indonesia semakin maju mereka yang putus harapan mending tidur saja dn jngan bngun lgi percuma hidup tanpa punya semngat,parent_context mari bersatu untuk negeri tempat kita hidup dan mengapai masa depan demi anak cucu kita semangat indonesia maju reply_text kita akan berjuang dan mendoakan agar bangsa besar indonesia semakin maju mereka yang putus harapan mending tidur saja dn jngan bngun lgi percuma hidup tanpa punya semngat,1,0,negative,0.5472232699394226,lainnya,sinis_tidak_percaya,harapan_doa,3.0,,,,,
UgwQOylzYB33RQkgTtR4AaABAg.AXnE0421WUCAXnccoJPI-h,Part 2,reply,UgwQOylzYB33RQkgTtR4AaABAg,Pak prabowo sudah tau semuanya... Makanya kran ekspor 1 pintu di laksanakan ..supayaa singapura kehilangan pemasukan negaranya😊,pak prabowo sudah tau semuanya makanya kran ekspor 1 pintu di laksanakan supayaa singapura kehilangan pemasukan negaranya,parent_context luar biasa paparannya semoga video ini sampai ke tangan pak presiden prabowo reply_text pak prabowo sudah tau semuanya makanya kran ekspor 1 pintu di laksanakan supayaa singapura kehilangan pemasukan negaranya,5,0,negative,0.45243942737579346,pemerintahan_kebijakan,tidak_terdeteksi,harapan_doa,5.0,,,,,
UgwBueoxIOU8cslnUnV4AaABAg,Part 2,top_level,,Solusi praktis tercepat sementara bom singapur,solusi praktis tercepat sementara bom singapur,solusi praktis tercepat sementara bom singapur,1,0,neutral,0.45030269026756287,lainnya,tidak_terdeteksi,tidak_terdeteksi,9.0,,,,,
UgwcFWG2CedxhTApUM14AaABAg,Part 2,top_level,,"kalau saya jadi pm singapur,saya pasti serang indonesia,survival of the fittest..common sense",kalau saya jadi pm singapur saya pasti serang indonesia survival of the fittest common sense,kalau saya jadi pm singapur saya pasti serang indonesia survival of the fittest common sense,0,0,positive,0.4165831506252289,lainnya,tidak_terdeteksi,tidak_terdeteksi,6.0,,,,,
Ugyf-UrOZEcfxIU5bzF4AaABAg,Part 2,top_level,,Lanjut bang. 🎉,lanjut bang,lanjut bang,1,0,negative,0.4535856246948242,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
UgwfBnmznsrGVldRlqB4AaABAg.AX1-xCaOFdsAX10ZtW8Wqo,Part 1,reply,UgwfBnmznsrGVldRlqB4AaABAg,simbol dan lambang beda kykny sih,simbol dan lambang beda kykny sih,parent_context presiden bukanlah lambang negara indonesia berdasarkan pasal 36a undang undang dasar 1945 lambang negara indonesia yang sah adalah garuda pancasila dengan semboyan bhinneka tunggal ika reply_text simbol dan lambang beda kykny sih,1,0,neutral,0.4040071964263916,pemerintahan_kebijakan,tidak_terdeteksi,tidak_terdeteksi,0.0,,,,,
UgxNZBZc6bkbZkDGr-Z4AaABAg,Part 2,top_level,,Masyarakat harus bersatu jangan mau di propaganda kita semua ingin Negeri ini manjadi lebih baik.,masyarakat harus bersatu jangan mau di propaganda kita semua ingin negeri ini manjadi lebih baik,masyarakat harus bersatu jangan mau di propaganda kita semua ingin negeri ini manjadi lebih baik,72,3,positive,0.48435062170028687,media_narasi,tidak_terdeteksi,tidak_terdeteksi,3.0,,,,,
UgzsBO3zJN1K99rYTJR4AaABAg,Part 2,top_level,,holy glaze,holy glaze,holy glaze,0,0,positive,0.4201433062553406,lainnya,tidak_terdeteksi,tidak_terdeteksi,,,,,,
